1	94740d2b-0a39-4791-b19f-122d75175fcb	2025-07-20 21:57:14.68031	f	2025-07-19 21:57:14.683794	1	6	1	0	24
2	53ea1d56-1515-4cfd-88a2-73d0c2a95149	2025-07-23 03:29:01.281462	t	2025-07-22 03:29:01.283432	1	6	1	1	24
\.


