1	1
1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
2	1
2	2
2	3
2	4
2	5
2	7
2	8
2	9
2	10
2	11
3	1
3	2
3	3
3	7
3	8
3	10
4	1
4	7
4	8
4	10
5	1
5	10
6	1
6	2
6	3
6	4
6	5
6	7
6	8
6	9
6	10
6	11
6	12
\.


